Date,Open,High,Low,Close,Volume,Market Cap
2023-10-06,220.50,222.00,219.00,221.25,48500000,680000000000
2023-10-07,221.25,223.00,220.00,222.00,49200000,681000000000
2023-10-08,222.00,224.00,221.00,223.00,49800000,682000000000
2023-10-09,223.00,225.00,222.00,224.00,50500000,683000000000
2023-10-10,224.00,226.00,223.00,225.00,51200000,684000000000
2023-10-11,225.00,227.00,224.00,226.00,51900000,685000000000
2023-10-12,226.00,228.00,225.00,227.00,52600000,686000000000
2023-10-13,227.00,229.00,226.00,228.00,53300000,687000000000
2023-10-14,228.00,230.00,227.00,229.00,54000000,688000000000
2023-10-15,229.00,231.00,228.00,230.00,54700000,689000000000
2023-10-16,230.00,232.00,229.00,231.00,55400000,690000000000
2023-10-17,231.00,233.00,230.00,232.00,56100000,691000000000
2023-10-18,232.00,234.00,231.00,233.00,56800000,692000000000
2023-10-19,233.00,235.00,232.00,234.00,57500000,693000000000
2023-10-20,234.00,236.00,233.00,235.00,58200000,694000000000
2023-10-21,235.00,237.00,234.00,236.00,58900000,695000000000
2023-10-22,236.00,238.00,235.00,237.00,59600000,696000000000
2023-11-01,237.00,239.00,236.00,238.00,61500000,697000000000
2023-11-02,238.00,240.00,237.00,239.00,62200000,698000000000
2023-11-03,239.00,241.00,238.00,240.00,62900000,699000000000
2023-11-04,240.00,242.00,239.00,241.00,63600000,700000000000
2023-12-01,241.00,243.00,240.00,242.00,65800000,701000000000
2023-12-02,242.00,244.00,241.00,243.00,66500000,702000000000
2023-12-03,243.00,245.00,242.00,244.00,67200000,703000000000
2024-01-01,244.00,246.00,243.00,245.00,68500000,704000000000
2024-01-02,245.00,247.00,244.00,246.00,69200000,705000000000
2024-01-03,246.00,248.00,245.00,247.00,69900000,706000000000
2024-01-04,247.00,249.00,246.00,248.00,70600000,707000000000
2024-01-05,248.00,250.00,247.00,249.00,71300000,708000000000
2024-02-01,249.00,251.00,248.00,250.00,73500000,709000000000
2024-02-02,250.00,252.00,249.00,251.00,74200000,710000000000
2024-02-03,251.00,253.00,250.00,252.00,74900000,711000000000
2024-03-01,252.00,258.00,251.00,256.00,78500000,715000000000
2024-03-02,256.00,261.00,255.00,259.00,79200000,717000000000
2024-03-03,259.00,263.00,258.00,261.00,79900000,719000000000
2024-03-04,261.00,265.00,260.00,263.00,80600000,721000000000
2024-03-05,263.00,267.00,262.00,265.00,81300000,723000000000
2024-03-06,265.00,269.00,264.00,267.00,82000000,725000000000
2024-03-07,267.00,271.00,266.00,269.00,82700000,727000000000
2024-03-08,269.00,273.00,268.00,271.00,83400000,729000000000
2024-03-09,271.00,275.00,270.00,273.00,84100000,731000000000
2024-03-10,273.00,277.00,272.00,275.00,84800000,733000000000
2024-03-11,275.00,279.00,274.00,277.00,85500000,735000000000
2024-03-12,277.00,281.00,276.00,279.00,86200000,737000000000
2024-03-13,279.00,283.00,278.00,281.00,86900000,739000000000
2024-03-14,281.00,285.00,280.00,283.00,87600000,741000000000
2024-03-15,283.00,287.00,282.00,285.00,88300000,743000000000
2024-04-01,285.00,291.00,284.00,288.00,91500000,747000000000
2024-04-02,288.00,293.00,287.00,290.00,92200000,749000000000
2024-04-03,290.00,295.00,289.00,292.00,92900000,751000000000
2024-05-01,292.00,299.00,291.00,296.00,96500000,757000000000
2024-05-02,296.00,302.00,295.00,299.00,97200000,759000000000
2024-05-03,299.00,305.00,298.00,302.00,97900000,761000000000
2024-06-01,302.00,310.00,301.00,306.00,101500000,769000000000
2024-06-02,306.00,313.00,305.00,309.00,102200000,771000000000
2024-06-03,309.00,316.00,308.00,312.00,102900000,773000000000
2024-07-01,312.00,321.00,311.00,317.00,106500000,781000000000
2024-07-02,317.00,325.00,316.00,321.00,107200000,783000000000
2024-07-03,321.00,329.00,320.00,325.00,107900000,785000000000
2024-08-01,325.00,335.00,324.00,331.00,111500000,793000000000
2024-08-02,331.00,340.00,330.00,336.00,112200000,795000000000
2024-08-03,336.00,345.00,335.00,341.00,112900000,797000000000
2024-09-01,341.00,352.00,340.00,347.00,116500000,807000000000
2024-09-02,347.00,357.00,346.00,352.00,117200000,809000000000
2024-09-03,352.00,362.00,351.00,357.00,117900000,811000000000
2024-10-01,357.00,368.00,356.00,363.00,121500000,821000000000
2024-10-02,363.00,373.00,362.00,368.00,122200000,823000000000
2024-10-03,368.00,378.00,367.00,373.00,122900000,825000000000
2024-10-04,373.00,383.00,372.00,378.00,123600000,827000000000
2024-10-05,378.00,388.00,377.00,383.00,124300000,829000000000
2024-10-06,383.00,393.00,382.00,388.00,125000000,831000000000
2024-10-07,388.00,398.00,387.00,393.00,125700000,833000000000
2024-10-08,393.00,403.00,392.00,398.00,126400000,835000000000
2024-10-09,398.00,408.00,397.00,403.00,127100000,837000000000
2024-10-10,403.00,413.00,402.00,408.00,127800000,839000000000
2024-10-11,408.00,418.00,407.00,413.00,128500000,841000000000
2024-10-12,413.00,423.00,412.00,418.00,129200000,843000000000
2024-10-13,418.00,428.00,417.00,423.00,129900000,845000000000
